# Reaction HUMAnN v4.0.0.alpha.1	SRR7947168	SRR7947171	SRR7947175	SRR7947187
RXN-9068	7.69679e-05		4.5222e-05	
HYDROGEN-DEHYDROGENASE-RXN	7.69195e-05	9.47558e-05	2.93453e-05	
RXN-9297	7.68004e-05	0.000162003	8.9134e-05	0.000198395
RXN-15123	7.62149e-05	0.000219706	0.000101573	0.00024811
RXN-15127	7.62149e-05	0.000219706	0.000101573	0.00024811
PANTOATE-BETA-ALANINE-LIG-RXN	7.60928e-05	8.42527e-05	0.000154688	0.000175868
RXN-19911	7.54207e-05	5.48899e-05	0.000183812	
RXN0-7013	7.54207e-05	5.48899e-05	0.000183812	
RXN0-6512	7.51015e-05	7.23911e-05	7.17126e-05	3.04109e-05
PRAISOM-RXN	7.46843e-05		0.000142183	
3.1.2.23-RXN	7.46731e-05	9.22556e-05	0.000186366	
RXN-11148	7.44561e-05	4.53501e-05	3.24141e-05	0.000178811
LACTALDDEHYDROG-RXN	7.41817e-05			
3.2.1.50-RXN	7.41318e-05		2.83839e-05	1.7653e-05
ADENPRIBOSYLTRAN-RXN	7.29768e-05	9.6322e-05	0.0002596	5.12494e-05
RXN-14270	7.29768e-05	9.6322e-05	0.0002596	5.12494e-05
3.4.11.6-RXN	7.2619e-05		6.21419e-05	
GPPSYN-RXN	7.14664e-05	2.66501e-05	2.44056e-05	2.30582e-05
METHYLMALONYL-COA-EPIM-RXN	7.08037e-05		5.51635e-05	
RXN-16391	7.08037e-05		5.51635e-05	
KDUD-RXN	6.98034e-05	9.1142e-05	2.78178e-05	
RXN-14236	6.96901e-05			
RXN0-4641	6.95194e-05		6.41174e-05	
HYDROG-RXN	6.93265e-05	3.58614e-05	8.20368e-05	0.000157832
RXN-12104	6.93241e-05		9.42504e-05	5.86382e-05
RXN-17762	6.90834e-05			
THIAZOLSYN3-RXN	6.90287e-05	0.000211323	8.42352e-05	0.000249891
CELLULOSE-SYNTHASE-UDP-FORMING-RXN	6.89776e-05		5.9868e-05	0.000254952
RXN-11565	6.89604e-05		4.16179e-05	3.53966e-05
RXN-11566	6.89604e-05		4.16179e-05	3.53966e-05
1.1.1.292-RXN	6.88706e-05	3.80881e-05	6.37648e-05	9.0068e-05
CYTIDEAM-RXN	6.8837e-05	0.000107254	9.07102e-05	5.01382e-05
CYTIDEAM2-RXN	6.8837e-05	0.000107254	9.07102e-05	5.01382e-05
UDP-GLUCOSE-46-DEHYDRATASE-RXN	6.85696e-05			
IMPCYCLOHYDROLASE-RXN	6.83777e-05	7.14938e-05	0.000172931	0.000114388
RXN-15083	6.82585e-05		2.73191e-05	0.000108079
RXN-15143	6.82585e-05		2.73191e-05	0.000108079
TRANS-RXN-153A	6.82585e-05		2.73191e-05	0.000108079
TRANS-RXN-157	6.82585e-05		2.73191e-05	0.000108079
TRANS-RXN0-540	6.82585e-05		2.73191e-05	0.000108079
4-NITROPHENYLPHOSPHATASE-RXN	6.79117e-05			
RXN-9158	6.78887e-05			
HISTIDPHOS-RXN	6.78824e-05	4.73138e-05	0.000117681	0.000131757
AMIDASE-RXN	6.77535e-05		5.5035e-05	3.12301e-05
GUANIDINOBUTANAMIDE-NH3-RXN	6.77535e-05		5.5035e-05	3.12301e-05
PYRAZIN-RXN	6.77535e-05		5.5035e-05	3.12301e-05
R311-RXN	6.77535e-05		5.5035e-05	3.12301e-05
RXN-14727	6.77535e-05		5.5035e-05	3.12301e-05
RXN-14728	6.77535e-05		5.5035e-05	3.12301e-05
RXN-17608	6.77535e-05		5.5035e-05	3.12301e-05
RXNN-404	6.77535e-05		5.5035e-05	3.12301e-05
RXN0-2605	6.73377e-05	0.000197708	2.65602e-05	0.000115644
PPGPPSYN-RXN	6.70398e-05		3.11309e-05	
RXN0-6427	6.70398e-05		3.11309e-05	
RXN0-4022	6.70188e-05	6.80437e-05	0.000190158	0.000102789
RXN-8457	6.68923e-05		1.19149e-05	
FORMYLTETRAHYDROFOLATE-DEHYDROGENASE-RXN	6.68835e-05			
3.5.1.80-RXN	6.66887e-05	3.42457e-05	1.04499e-05	8.14503e-05
NAG6PDEACET-RXN	6.66887e-05	3.42457e-05	1.04499e-05	8.14503e-05
GMP-REDUCT-RXN	6.66803e-05			3.40289e-05
RXN-17121	6.65973e-05	0.000124492	9.7055e-05	0.000157153
RXN-11322	6.65684e-05		2.13272e-05	0.000102823
RXN-16427	6.64449e-05		3.32922e-05	0.000154775
RXN-21295	6.64449e-05		3.32922e-05	0.000154775
RXN-21601	6.64449e-05		3.32922e-05	0.000154775
RXN0-262	6.64449e-05		3.32922e-05	0.000154775
3.4.15.5-RXN	6.6419e-05	2.3818e-05	6.94036e-05	
3.4.24.75-RXN	6.64012e-05		6.14987e-05	7.20939e-05
RXN-16274	6.63711e-05			
RXN-16275	6.63711e-05			
RXN-20913	6.63711e-05			
RXN-20914	6.63711e-05			
RXN-20915	6.63711e-05			
RXN-20916	6.63711e-05			
RXN-20918	6.63711e-05			
RXN-20919	6.63711e-05			
RXN0-1842	6.63711e-05			
HISTCYCLOHYD-RXN	6.63505e-05	6.14497e-05	0.000124247	0.000206421
3.2.1.18-RXN	6.61922e-05	2.7546e-05	3.36209e-05	0.000150989
PYRIMSYN3-RXN	6.57089e-05		8.96859e-05	4.36946e-05
TRANS-RXN-250	6.53937e-05		5.67531e-05	7.47352e-05
RXN0-5204	6.52896e-05	0.00010036	1.50974e-05	8.05437e-05
3.6.3.28-RXN	6.52067e-05		2.25866e-05	
ABC-23-RXN	6.52067e-05		2.25866e-05	
TRANS-RXN-238	6.52067e-05		2.25866e-05	
RXN-20784	6.51818e-05		0.000120995	5.76863e-05
TETRAACYLDISACC4KIN-RXN	6.51818e-05		0.000120995	5.76863e-05
3-HYDROXYBUTYRYL-COA-DEHYDROGENASE-RXN	6.51586e-05	0.000113743	2.46412e-05	5.9024e-05
R125-RXN	6.48796e-05			0.000256892
RXN-14950	6.47671e-05	6.36883e-05	0.000197729	
RXN-14957	6.47671e-05	6.36883e-05	0.000197729	
RXN-14959	6.47671e-05	6.36883e-05	0.000197729	
RXN0-949	6.47671e-05	6.36883e-05	0.000197729	
ALTRO-OXIDOREDUCT-RXN	6.47376e-05	2.78827e-05	6.58835e-05	0.000360384
2.5.1.51-RXN	6.44488e-05		6.49284e-06	9.79592e-05
3.4.19.12-RXN	6.44258e-05	0.00398424	4.19385e-05	
KETOACYLCOATHIOL-RXN	6.43793e-05			9.86732e-05
METHYLACETOACETYLCOATHIOL-RXN	6.43793e-05			9.86732e-05
RXN-10699	6.43793e-05			9.86732e-05
RXN-10700	6.43793e-05			9.86732e-05
RXN-10701	6.43793e-05			9.86732e-05
RXN-11246	6.43793e-05			9.86732e-05
RXN-12710	6.43793e-05			9.86732e-05
RXN-12751	6.43793e-05			9.86732e-05
RXN-13617	6.43793e-05			9.86732e-05
RXN-14268	6.43793e-05			9.86732e-05
RXN-14274	6.43793e-05			9.86732e-05
RXN-14277	6.43793e-05			9.86732e-05
RXN-14394	6.43793e-05			9.86732e-05
RXN-14774	6.43793e-05			9.86732e-05
RXN-14788	6.43793e-05			9.86732e-05
RXN-14793	6.43793e-05			9.86732e-05
RXN-14799	6.43793e-05			9.86732e-05
RXN-14803	6.43793e-05			9.86732e-05
RXN-16137	6.43793e-05			9.86732e-05
RXN-17116	6.43793e-05			9.86732e-05
RXN-17778	6.43793e-05			9.86732e-05
RXN-17782	6.43793e-05			9.86732e-05
RXN-17787	6.43793e-05			9.86732e-05
RXN-17791	6.43793e-05			9.86732e-05
RXN-17795	6.43793e-05			9.86732e-05
RXN-17799	6.43793e-05			9.86732e-05
RXN-19800	6.43793e-05			9.86732e-05
RXN-19804	6.43793e-05			9.86732e-05
RXN-20153	6.43793e-05			9.86732e-05
RXN-21225	6.43793e-05			9.86732e-05
RXN-21757	6.43793e-05			9.86732e-05
RXN-21761	6.43793e-05			9.86732e-05
RXN-21768	6.43793e-05			9.86732e-05
RXN-21785	6.43793e-05			9.86732e-05
RXN-21786	6.43793e-05			9.86732e-05
RXN-21787	6.43793e-05			9.86732e-05
3.1.3.46-RXN	6.43316e-05	0.000927599		
RXN-6501	6.43313e-05		0.000229542	
RXN-14089	6.42097e-05		6.83089e-05	0.000123058
DGTPTRIPHYDRO-RXN	6.4197e-05			3.20697e-05
6.3.2.10-RXN	6.37904e-05	0.000202934	2.00239e-05	3.32705e-05
UDP-NACMURALGLDAPAALIG-RXN	6.37904e-05	0.000202934	2.00239e-05	3.32705e-05
AMYLOMALT-RXN	6.37747e-05		9.38169e-05	3.22161e-05
RXN-12193	6.37747e-05		9.38169e-05	3.22161e-05
RXN-12391	6.37747e-05		9.38169e-05	3.22161e-05
RXN-14260	6.37747e-05		9.38169e-05	3.22161e-05
RXN-14261	6.37747e-05		9.38169e-05	3.22161e-05
RXN-14354	6.37747e-05		9.38169e-05	3.22161e-05
RXN-1828	6.37747e-05		9.38169e-05	3.22161e-05
RXN-9023	6.37747e-05		9.38169e-05	3.22161e-05
UDP-GLUCURONATE-DECARBOXYLASE-RXN	6.35603e-05		3.8234e-05	
GLYOXII-RXN	6.34503e-05		0.000154304	0.000166725
RXN-7919	6.34503e-05		0.000154304	0.000166725
2.6.1.37-RXN	6.32938e-05	0.000309424	3.62511e-05	0.000156677
3.6.3.44-RXN	6.32869e-05	4.80567e-05	0.000196792	0.000207568
RXN-20868	6.32869e-05	4.80567e-05	0.000196792	0.000207568
TRANS-RXN-220	6.32869e-05	4.80567e-05	0.000196792	0.000207568
TRANS-RXN-366	6.32869e-05	4.80567e-05	0.000196792	0.000207568
--LIMONENE-6-MONOOXYGENASE-RXN	6.31801e-05		5.51567e-05	0.000176228
RXN-11597	6.29512e-05		0.000356316	
CREATININASE-RXN	6.29211e-05		1.66049e-05	
5-OXOPROLINASE-ATP-HYDROLYSING-RXN	6.27881e-05	0.00012664	2.7632e-05	0.000115684
RXN-8340	6.21607e-05		7.16507e-05	0.000106143
RXN-12977	6.19996e-05		3.78169e-05	
2.1.1.77-RXN	6.18165e-05	6.93748e-05	9.26276e-05	
RXN-12178	6.14365e-05	3.32682e-05	2.02198e-05	
RXN-12270	6.14365e-05	3.32682e-05	2.02198e-05	
FADSYN-RXN	6.08089e-05		5.36183e-05	0.000157726
RIBOFLAVINKIN-RXN	6.08089e-05		7.13525e-05	
RXN-18510	6.08089e-05		7.13525e-05	
RXN-18511	6.08089e-05		5.36183e-05	0.000157726
RXN0-6563	6.06386e-05	0.000117727	3.45023e-05	4.26366e-05
RXN-11596	6.03467e-05		4.29857e-05	2.63586e-05
RXN-2401	5.99847e-05			
3.2.1.40-RXN	5.98234e-05		1.77318e-05	
RXN-13788	5.98234e-05		1.77318e-05	
RXN-16248	5.98234e-05		1.77318e-05	
RXN-16249	5.98234e-05		1.77318e-05	
RXN-16250	5.98234e-05		1.77318e-05	
AMINOACYLASE-RXN	5.95873e-05	3.13586e-05		
H2PTERIDINEPYROPHOSPHOKIN-RXN	5.95262e-05		0.000119973	
RXN-15733	5.95262e-05		0.000119973	
MANNPGUANYLTRANGDP-RXN	5.92531e-05	4.9532e-05	9.20196e-05	
GLYCEROL-DEHYDRATASE-RXN	5.90217e-05			7.20971e-05
CHER-RXN	5.88688e-05		2.27659e-05	3.7729e-05
SULFITE-REDUCT-RXN	5.87612e-05	0.000218244	7.49801e-05	9.66736e-05
1.2.7.8-RXN	5.86651e-05	2.03521e-05	0.00010737	0.000229472
4OH2OXOGLUTARALDOL-RXN	5.86442e-05	6.19945e-05	0.000107245	0.000256162
3-NUCLEOTID-RXN	5.84927e-05	2.2471e-05		0.000152095
RXN-14090	5.84927e-05	2.2471e-05		0.000152095
RXN-14115	5.84927e-05	2.2471e-05		0.000152095
RXN-14124	5.84927e-05	2.2471e-05		0.000152095
RXN-14126	5.84927e-05	2.2471e-05		0.000152095
PGLYCDEHYDROG-RXN	5.83986e-05	0.000175703	9.02641e-05	0.000118105
ADENOSYLHOMOCYSTEINASE-RXN	5.83728e-05		4.36377e-05	
PPPGPPHYDRO-RXN	5.82298e-05	4.13297e-05	2.63926e-05	
RXN-11860	5.8004e-05		2.54978e-05	4.943e-05
RXN-11865	5.8004e-05		2.54978e-05	4.943e-05
3.4.13.22-RXN	5.76391e-05		3.43553e-05	
ACETOLACTATE-DECARBOXYLASE-RXN	5.74017e-05			
IMIDPHOSDEHYD-RXN	5.69854e-05	0.000515744	5.55414e-05	8.10537e-05
1.8.98.1-RXN	5.67794e-05		4.88392e-05	
3.2.2.21-RXN	5.65358e-05		1.82417e-05	2.84872e-05
RXN-12610	5.6506e-05	8.46607e-05	8.89909e-05	5.46079e-05
RXN-12611	5.6506e-05	8.46607e-05	8.89909e-05	5.46079e-05
THI-P-SYN-RXN	5.6506e-05	8.46607e-05	8.89909e-05	5.46079e-05
RXN-13141	5.62748e-05	3.42122e-05	3.54352e-05	
RXN0-6727	5.62748e-05	3.42122e-05	3.54352e-05	
3.1.21.7-RXN	5.62744e-05			
RXN-21350	5.62744e-05			
PHOSMANMUT-RXN	5.62168e-05	0.000146911	9.48692e-05	6.04335e-05
RXN-12446	5.61201e-05			
3.2.1.39-RXN	5.59463e-05		4.47712e-05	
6-PHOSPHO-BETA-GALACTOSIDASE-RXN	5.57873e-05			4.06257e-05
LACTOSE6P-HYDROXY-RXN	5.57873e-05			4.06257e-05
RXN-13404	5.56189e-05		1.63448e-05	5.98896e-05
2-AMINOADIPATE-AMINOTRANSFERASE-RXN	5.54103e-05	0.000207203		
OHMETPYRKIN-RXN	5.51802e-05		9.33727e-05	4.36946e-05
1.1.1.283-RXN	5.51495e-05			
RXN-14686	5.51495e-05			
GLYCEROL-2-DEHYDROGENASE-NADP+-RXN	5.51492e-05			
BETA-UREIDOPROPIONASE-RXN	5.51337e-05			
RXN-11210	5.51337e-05			
AMYLOSUCRASE-RXN	5.48793e-05			6.89446e-05
ADDALT-RXN	5.48757e-05	4.9666e-05	6.68649e-06	0.0001422
ADENODEAMIN-RXN	5.48757e-05	4.9666e-05	6.68649e-06	0.0001422
RXN-14189	5.45483e-05		8.71125e-05	0.000288637
RXN66-1	5.45483e-05		8.71125e-05	0.000288637
RXN-14994	5.44473e-05			
MANNPISOM-RXN	5.42702e-05		8.35881e-05	2.17533e-05
DIHYDROOROT-RXN	5.42457e-05	0.00016766	8.44697e-05	0.000192598
ASPARTATE-RACEMASE-RXN	5.41772e-05		4.17237e-05	5.7989e-05
1.1.1.271-RXN	5.40419e-05	0.00012232	2.33716e-05	
COA-DISULFIDE-REDUCTASE-NADH-RXN	5.38695e-05		1.88344e-05	8.22593e-05
RXN0-5507	5.38044e-05		3.43533e-05	5.34495e-05
MYO-INOSOSE-2-DEHYDRATASE-RXN	5.37605e-05		1.36758e-05	0.000181411
BETA-GLUCOSIDE-KINASE-RXN	5.35586e-05	4.32734e-05	4.90147e-05	
P-PANTOCYSDECARB-RXN	5.3293e-05		1.92243e-05	7.47739e-05
P-PANTOCYSLIG-RXN	5.3293e-05		1.92243e-05	7.47739e-05
2.1.1.79-RXN	5.32715e-05			
RXN-7421	5.32715e-05			
RXN1G-2544	5.32715e-05			
RXN1G-3641	5.32715e-05			
RXN1G01-65	5.32715e-05			
RXN-11290	5.32043e-05	5.24211e-05	0.000135712	
ALANINE-AMINOTRANSFERASE-RXN	5.31757e-05			5.01752e-05
RXN-13698	5.31757e-05			5.01752e-05
PRIBFAICARPISOM-RXN	5.3174e-05	0.000113972	5.01368e-05	
3.4.24.70-RXN	5.30627e-05		6.33924e-05	
R4-RXN	5.28974e-05		5.45567e-05	
PENICILLIN-AMIDASE-RXN	5.26307e-05			
RXN-17099	5.26307e-05			
DIENOYLCOAREDUCT-RXN	5.25956e-05		4.77186e-05	7.8839e-05
RXN-20994	5.25956e-05		4.77186e-05	7.8839e-05
RXN-20995	5.25956e-05		4.77186e-05	7.8839e-05
RXN-16788	5.25941e-05		8.52213e-05	4.35514e-05
RXN-19310	5.25941e-05		8.52213e-05	4.35514e-05
RXN-19313	5.25941e-05		8.52213e-05	4.35514e-05
RXN-19314	5.25941e-05		8.52213e-05	4.35514e-05
RXN-19315	5.25941e-05		8.52213e-05	4.35514e-05
RXN-19319	5.25941e-05		8.52213e-05	4.35514e-05
RXN-19320	5.25941e-05		8.52213e-05	4.35514e-05
RXN-19322	5.25941e-05		8.52213e-05	4.35514e-05
RXN-19323	5.25941e-05		8.52213e-05	4.35514e-05
RXN-19324	5.25941e-05		8.52213e-05	4.35514e-05
RXN-19326	5.25941e-05		8.52213e-05	4.35514e-05
RXN-8770	5.25941e-05		8.52213e-05	4.35514e-05
MORPHINE-6-DEHYDROGENASE-RXN	5.25862e-05			8.91372e-06
2.4.1.117-RXN	5.25441e-05		7.28616e-05	
QUINOLINATE-SYNTHA-RXN	5.21118e-05	5.24998e-05	0.00016129	0.000122162
1.2.7.7-RXN	5.19084e-05		0.000113093	0.000192418
2-OXOBUTYRATE-SYNTHASE-RXN	5.19084e-05		0.000113093	0.000192418
RXN-19503	5.19084e-05		0.000113093	0.000192418
RXN-19534	5.19084e-05		0.000113093	0.000192418
2OXOGLUTDECARB-RXN	5.16537e-05		1.91805e-05	7.80835e-05
ASPARTATE-4-DECARBOXYLASE-RXN	5.16497e-05			
RXN-19770	5.16497e-05			
PORPHOBILSYNTH-RXN	5.16418e-05		5.30079e-05	3.95626e-05
THIAMIN-PYROPHOSPHOKINASE-RXN	5.15254e-05	5.91622e-05	8.33177e-05	3.73957e-05
RXN-11840	5.1508e-05		0.000126058	2.92348e-05
3.2.1.165-RXN	5.11566e-05	2.67829e-05	5.78533e-05	
6-PHOSPHOFRUCTO-2-KINASE-RXN	5.09987e-05	0.000927599		
N-ACETYLTRANSFER-RXN	5.07524e-05		8.17464e-05	0.000203233
RXN0-6948	5.07524e-05		8.17464e-05	0.000203233
3OHSTEROXRED-RXN	5.06819e-05			
BAIAEUBSP-RXN	5.06819e-05			
RXN-17399	5.06819e-05			
RXN-17404	5.06819e-05			
RXN-17408	5.06819e-05			
RXN-21343	5.06819e-05			
RXN-11396	5.04499e-05		2.33687e-05	
RIBOSYLHOMOCYSTEINASE-RXN	5.04484e-05	6.00771e-05	0.000121897	7.60381e-05
RXN-14178	5.0425e-05		1.47861e-05	2.78867e-05
QUERCETIN-23-DIOXYGENASE-RXN	5.01617e-05		6.97339e-05	2.62931e-05
RXN-19051	4.99659e-05		2.24367e-05	6.58526e-05
R145-RXN	4.98328e-05		3.20687e-05	
RXN-11749	4.97844e-05	0.000114264	0.000106543	
GLCNACPTRANS-RXN	4.95132e-05		4.92959e-05	
1.1.99.28-RXN	4.94622e-05	3.45845e-05		2.0915e-05
3.1.30.1-RXN	4.94532e-05			
RXN-11689	4.94532e-05			
RXN-9778	4.93545e-05		5.09818e-05	
RXN-8348	4.92683e-05	3.23151e-05	5.19955e-05	
NICONUCADENYLYLTRAN-RXN	4.9249e-05		3.34951e-05	0.000189596
GLUCARDEHYDRA-RXN	4.90815e-05	4.70591e-05	4.31207e-05	0.000109917
RXN-19736	4.90284e-05		4.95589e-05	2.93564e-05
RXN-8999	4.89696e-05		0.000114309	0.000268487
3.4.21.62-RXN	4.8949e-05		2.56232e-05	4.47049e-05
RXN-20787	4.88759e-05		0.000119029	0.000216462
UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-RXN	4.88759e-05		0.000119029	0.000216462
RXN-9952	4.8857e-05			
RXN0-4141	4.84391e-05	0.000153355		0.00012159
RXN-12402	4.83724e-05	9.71247e-05	0.000113658	0.000104607
RXN0-5001	4.83724e-05	9.71247e-05	0.000113658	0.000104607
RHAMNISOM-RXN	4.82867e-05	0.000146129	5.80247e-05	4.82758e-05
NQOR-RXN	4.82414e-05	0.000408436	0.000110588	0.00014796
RXN-12303	4.82414e-05	0.000408436	0.000110588	0.00014796
RXN-19671	4.82414e-05	0.000408436	0.000110588	0.00014796
RXN1YI0-16	4.82414e-05	0.000408436	0.000110588	0.00014796
MHPELY-RXN	4.81266e-05	5.39695e-05		
XYLULOKIN-RXN	4.81103e-05	4.0891e-05	9.30577e-06	0.000184679
MYO-INOSITOL-1-PHOSPHATE-SYNTHASE-RXN	4.77128e-05		5.80877e-05	
RXN66-579	4.77128e-05		5.80877e-05	
CYTDEAM-RXN	4.76268e-05		1.05947e-05	
RXN-14129	4.76268e-05		1.05947e-05	
RXN-14197	4.76268e-05		1.05947e-05	
BIOTINLIG-RXN	4.74201e-05		8.93666e-05	9.10537e-05
RXN0-7192	4.74201e-05		8.93666e-05	9.10537e-05
RXN-9011	4.73769e-05		6.68742e-05	
RXN0-5228	4.72922e-05		4.75563e-05	
PYRROLINECARBREDUCT-RXN	4.72879e-05	4.67445e-05	0.000101193	7.92105e-05
RXN66-546	4.72879e-05	4.67445e-05	0.000101193	7.92105e-05
1.21.4.4-RXN	4.72022e-05			4.57411e-05
R-2-METHYLMALATE-DEHYDRATASE-RXN	4.71068e-05			
RIBOFLAVINSYNDEAM-RXN	4.64916e-05		2.2758e-05	1.03148e-05
RIBOFLAVINSYNREDUC-RXN	4.64916e-05		2.2758e-05	3.44769e-05
RXN-10058	4.64916e-05		2.2758e-05	1.03148e-05
RXN0-5146	4.6389e-05		2.00384e-05	4.00871e-05
2.1.1.64-RXN	4.62256e-05	3.25558e-05	1.32037e-05	7.72346e-05
DHHB-METHYLTRANSFER-RXN	4.62256e-05	3.25558e-05	1.32037e-05	7.72346e-05
RXN-11758	4.62256e-05	3.25558e-05	1.32037e-05	7.72346e-05
RXN-9229	4.62256e-05	3.25558e-05	1.32037e-05	7.72346e-05
RXN-9237	4.62256e-05	3.25558e-05	1.32037e-05	7.72346e-05
RXN3O-102	4.62256e-05	3.25558e-05	1.32037e-05	7.72346e-05
NAD-SYNTH-NH3-RXN	4.6154e-05	0.000113522	8.41579e-05	
PNKIN-RXN	4.58124e-05	0.000100123	0.000116512	0.000109556
PYRAMKIN-RXN	4.58124e-05	0.000100123	0.000116512	0.000109556
PYRIDOXKIN-RXN	4.58124e-05	0.000100123	0.000116512	0.000109556
1.2.4.4-RXN	4.56804e-05		5.57372e-05	
KETOISOCAPROATE-RXN	4.56804e-05		5.57372e-05	
METHYLVALERATE-RXN	4.56804e-05		5.57372e-05	
RXN0-5055	4.53718e-05	0.000298335	5.66383e-05	0.000225397
RXN-1841	4.53496e-05		3.65067e-05	
OHMETHYLBILANESYN-RXN	4.49685e-05	4.51743e-05		0.000196698
METHIONINE-GAMMA-LYASE-RXN	4.48766e-05		4.8897e-05	2.54025e-05
RXN-11063	4.48766e-05		4.8897e-05	2.54025e-05
RXN-11064	4.48766e-05		4.8897e-05	2.54025e-05
3.6.3.1-RXN	4.48575e-05		2.05035e-05	
2.4.1.83-RXN	4.48175e-05			
RXN-16602	4.48175e-05			
ADENYLATECYC-RXN	4.48064e-05			2.09332e-05
PABASYN-RXN	4.46981e-05		0.000133248	5.58469e-05
RXN-18910	4.46402e-05		4.17339e-05	
RXN-18911	4.46402e-05		4.17339e-05	
RXN-18917	4.46402e-05		4.17339e-05	
RXN-18923	4.46402e-05		4.17339e-05	
RXN-18924	4.46402e-05		4.17339e-05	
RXN-18927	4.46402e-05		4.17339e-05	
RXN-18928	4.46402e-05		4.17339e-05	
RXN-18930	4.46402e-05		4.17339e-05	
RXN-18931	4.46402e-05		4.17339e-05	
RXN-11734	4.4527e-05		9.08708e-05	
RXN-13615	4.4527e-05		9.08708e-05	
RXN-14229	4.4527e-05		9.08708e-05	
RXN-14262	4.4527e-05		9.08708e-05	
RXN-14278	4.4527e-05		9.08708e-05	
RXN1G01-39	4.4527e-05		9.08708e-05	
RXN1G01-40	4.4527e-05		9.08708e-05	
HOMOCYSMET-RXN	4.43976e-05		7.58581e-05	0.000274786
RXN-12730	4.43976e-05		7.58581e-05	0.000274786
RXN0-5398	4.43787e-05			
RXN-11070	4.41936e-05		2.36572e-05	
2.6.1.33-RXN	4.41069e-05		1.69734e-05	
LYSINE-23-AMINOMUTASE-RXN	4.4006e-05	3.73158e-05	8.22128e-05	0.00020472
RXN-1884	4.394e-05			
4.99.1.3-RXN	4.36574e-05		6.78903e-05	4.59132e-05
CHD-RXN	4.36352e-05			2.62932e-05
RXN0-7230	4.36352e-05			2.62932e-05
AMINOGLYCOSIDE-N3-ACETYLTRANSFERASE-RXN	4.3442e-05			
GLYCOLALD-DEHYDROG-RXN	4.33856e-05		3.51964e-05	
QUINOPRIBOTRANS-RXN	4.33792e-05	4.37061e-05	6.8186e-05	0.000247119
RXN-13274	4.33423e-05		3.82298e-05	
GART-RXN	4.33172e-05		9.043e-05	9.76788e-05
LACTOSE-6-PHOSPHATE-ISOMERASE-RXN	4.31545e-05			6.33712e-05
ACECOATRANS-RXN	4.22464e-05	0.000105978	5.28998e-05	0.000133124
R8-RXN	4.22464e-05	0.000105978	5.28998e-05	0.000133124
RXN-15727	4.22464e-05	0.000105978	5.28998e-05	0.000133124
RXN0-962	4.20607e-05			
TRANS-RXN-334	4.19985e-05	0.000137188	6.55212e-05	0.000103316
2.1.1.131-RXN	4.19655e-05	5.31381e-05	7.33542e-05	6.18049e-05
3.6.1.17-RXN	4.17051e-05		0.000103144	
NICOTINATEPRIBOSYLTRANS-RXN	4.16442e-05		7.40426e-05	2.98428e-05
4.3.1.4-RXN	4.15948e-05		5.83976e-05	
3.2.1.98-RXN	4.15184e-05		3.17295e-05	
RXN-11496	4.1328e-05			4.82762e-05
RXN-11496-YEAST	4.1328e-05			4.82762e-05
3.1.13.5-RXN	4.1051e-05		3.91586e-05	
RXN0-6483	4.1051e-05		3.91586e-05	
RXN0-6484	4.1051e-05		3.91586e-05	
ACETALD-DEHYDROG-RXN	4.10001e-05	0.000135339		0.00021034
RXN-13671	4.10001e-05	0.000135339		0.00021034
1.8.4.14-RXN	4.09809e-05		5.4082e-05	
GLUTAMATE-DEHYDROGENASE-NADP+-RXN	4.06323e-05			4.00113e-05
CHOLINE-SULFATASE-RXN	4.05156e-05		1.65278e-05	1.19265e-05
KDO-8PPHOSPHAT-RXN	4.05136e-05	7.02106e-05	4.66262e-05	
RXN-11598	4.05022e-05	0.000101211	0.000102752	9.29065e-05
NAD-SYNTH-GLN-RXN	4.04482e-05		6.1363e-05	3.47059e-05
AGMATINE-DEIMINASE-RXN	4.04401e-05	8.7009e-05	4.35248e-05	
NITRATE-REDUCTASE-CYTOCHROME-RXN	4.03294e-05	0.000119368	8.49746e-05	
RXN-12268	4.02896e-05	5.54998e-05		
2.7.7.40-RXN	4.0196e-05			
CITLY-RXN	4.0196e-05	3.95978e-05	0.000115488	3.07199e-05
PEPCARBOX-RXN	4.01713e-05	4.40364e-05	2.4444e-05	6.01306e-05
CDPKIN-RXN	4.0092e-05		2.24102e-05	
DADPKIN-RXN	4.0092e-05		2.24102e-05	
DCDPKIN-RXN	4.0092e-05		2.24102e-05	
DGDPKIN-RXN	4.0092e-05		2.24102e-05	
DTDPKIN-RXN	4.0092e-05		2.24102e-05	
DUDPKIN-RXN	4.0092e-05		2.24102e-05	
GDPKIN-RXN	4.0092e-05		2.24102e-05	
NUCLEOSIDE-DIP-KIN-RXN	4.0092e-05		2.24102e-05	
RXN-14120	4.0092e-05		2.24102e-05	
RXN-14228	4.0092e-05		2.24102e-05	
UDPKIN-RXN	4.0092e-05		2.24102e-05	
GUANINE-DEAMINASE-RXN	4.00553e-05		1.88196e-05	0.00016669
RXN-15261	4.00553e-05		1.88196e-05	0.00016669
RXN-11842	4.00408e-05		1.73062e-05	3.61812e-05
RXN0-4361	3.99989e-05			
3.2.1.89-RXN	3.98727e-05			3.12047e-05
RXN-10759	3.95435e-05		0.000132437	
RXN-10760	3.95435e-05		0.000132437	
RXN-14173	3.95435e-05		0.000132437	
RXN-14174	3.95435e-05		0.000132437	
