Pathway	Taxa	Abundance	Relative Contribution
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)	PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)|g__Roseburia.s__Roseburia_intestinalis	137.8909409087	0.14975065878632635
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)	PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)|g__Haemophilus.s__Haemophilus_parainfluenzae	49.8194489421	0.05410431787822051
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)	PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)|g__Fusicatenibacter.s__Fusicatenibacter_saccharivorans	11.9310189153	0.012957181456476436
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I	PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|g__Roseburia.s__Roseburia_intestinalis	264.4296144313	0.29027280048301035
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I	PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|g__Blautia.s__Blautia_obeum	65.8900401859	0.07232959337717572
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I	PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|g__Blautia.s__Blautia_sp_CAG_52	24.5821777919	0.02698463863426281
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I	PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|g__Blautia.s__Blautia_wexlerae	21.8386192466	0.023972947133875936
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I	PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|g__Anaerostipes.s__Anaerostipes_hadrus	21.411145855	0.023503695992022684
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I	PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|g__Eubacterium.s__Eubacterium_eligens	10.4345657253	0.011454354768171322
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I	PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|g__Ruminococcus.s__Ruminococcus_lactaris	7.1987490326	0.007902295838388598
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)	OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|unclassified	84.2847414421	0.09458505688914803
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)	OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Bifidobacterium.s__Bifidobacterium_adolescentis	19.9337566444	0.022369832000021257
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)	OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Bifidobacterium.s__Bifidobacterium_catenulatum	7.9447498134	0.00891566611243275
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis	ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Bacteroides.s__Bacteroides_massiliensis	98.0471513534	0.11213098041810612
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis	ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Haemophilus.s__Haemophilus_parainfluenzae	45.6992348869	0.05226362970766432
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis	ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	41.9875370713	0.048018770888881936
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis	ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|unclassified	23.1319206815	0.026454669097130425
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis	ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Blautia.s__Blautia_obeum	22.7018102339	0.02596277610981024
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis	ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Bacteroides.s__Bacteroides_stercoris	19.2750052431	0.02204373309819766
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis	ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Blautia.s__Blautia_wexlerae	6.5659052664	0.007509054416075163
PWY-6936: seleno-amino acid biosynthesis (plants)	PWY-6936: seleno-amino acid biosynthesis (plants)|g__Eubacterium.s__Eubacterium_sp_CAG_252	64.5740293736	0.07674234910836829
PWY-6936: seleno-amino acid biosynthesis (plants)	PWY-6936: seleno-amino acid biosynthesis (plants)|g__Haemophilus.s__Haemophilus_parainfluenzae	62.0363396496	0.07372645753993
PWY-6936: seleno-amino acid biosynthesis (plants)	PWY-6936: seleno-amino acid biosynthesis (plants)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	60.3108558692	0.07167582387279166
PWY-6936: seleno-amino acid biosynthesis (plants)	PWY-6936: seleno-amino acid biosynthesis (plants)|g__Anaerostipes.s__Anaerostipes_hadrus	17.1840975482	0.020422266133130106
PWY-6936: seleno-amino acid biosynthesis (plants)	PWY-6936: seleno-amino acid biosynthesis (plants)|unclassified	12.5969899316	0.014970764693223181
PWY-6936: seleno-amino acid biosynthesis (plants)	PWY-6936: seleno-amino acid biosynthesis (plants)|g__Ruminococcus.s__Ruminococcus_lactaris	9.7661749102	0.011606511343372474
THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)	THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)|g__Roseburia.s__Roseburia_intestinalis	212.7990564877	0.26061234521958754
THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)	THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	80.7320265577	0.0988715040508102
THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)	THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	75.6523626812	0.09265050317969778
THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)	THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)|g__Dorea.s__Dorea_longicatena	22.505966533	0.027562775965304626
THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)	THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)|g__Blautia.s__Blautia_obeum	11.5303809047	0.014121113403633468
THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)	THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)|unclassified	9.2216355412	0.011293621808381202
PWY-5659: GDP-mannose biosynthesis	PWY-5659: GDP-mannose biosynthesis|g__Roseburia.s__Roseburia_intestinalis	291.8201547869	0.3574086154764426
PWY-5659: GDP-mannose biosynthesis	PWY-5659: GDP-mannose biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	197.4757509562	0.241859698796221
PWY-5659: GDP-mannose biosynthesis	PWY-5659: GDP-mannose biosynthesis|unclassified	59.7678444516	0.07320105272049109
PWY-5659: GDP-mannose biosynthesis	PWY-5659: GDP-mannose biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	35.0424656004	0.04291848560722531
PWY-5659: GDP-mannose biosynthesis	PWY-5659: GDP-mannose biosynthesis|g__Haemophilus.s__Haemophilus_parainfluenzae	34.1092233485	0.041775491144079795
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_massiliensis	119.2551368485	0.14810753934759174
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Prevotella.s__Prevotella_sp_CAG_279	70.6868259263	0.0877886867509601
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_vulgatus	47.5862626874	0.059099209137904576
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Haemophilus.s__Haemophilus_parainfluenzae	29.9781349841	0.03723099837926062
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|unclassified	28.3846106155	0.03525193920109207
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Veillonella.s__Veillonella_dispar	12.1766952612	0.015122705991381344
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Veillonella.s__Veillonella_infantium	7.061837911	0.008770368001828368
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_thetaiotaomicron	3.9390258094	0.004892027592891299
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_ovatus	3.5615577404	0.004423235485823416
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Veillonella.s__Veillonella_parvula	1.9958374237	0.002478707228666955
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_caccae	1.1714174151	0.0014548283242489081
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_massiliensis	119.2551368485	0.14810753934759174
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Prevotella.s__Prevotella_sp_CAG_279	70.6868259263	0.0877886867509601
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_vulgatus	47.5862626874	0.059099209137904576
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Haemophilus.s__Haemophilus_parainfluenzae	29.9781349841	0.03723099837926062
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|unclassified	28.3846106155	0.03525193920109207
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Veillonella.s__Veillonella_dispar	12.1766952612	0.015122705991381344
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Veillonella.s__Veillonella_infantium	7.061837911	0.008770368001828368
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_thetaiotaomicron	3.9390258094	0.004892027592891299
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_ovatus	3.5615577404	0.004423235485823416
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Veillonella.s__Veillonella_parvula	1.9958374237	0.002478707228666955
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_caccae	1.1714174151	0.0014548283242489081
FERMENTATION-PWY: mixed acid fermentation	FERMENTATION-PWY: mixed acid fermentation|unclassified	46.3455304187	0.06654014753266542
PWY-5384: sucrose degradation IV (sucrose phosphorylase)	PWY-5384: sucrose degradation IV (sucrose phosphorylase)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	224.0750891128	0.3225545131669866
PWY-5384: sucrose degradation IV (sucrose phosphorylase)	PWY-5384: sucrose degradation IV (sucrose phosphorylase)|unclassified	108.836948086	0.15667002049829798
PWY-5384: sucrose degradation IV (sucrose phosphorylase)	PWY-5384: sucrose degradation IV (sucrose phosphorylase)|g__Bifidobacterium.s__Bifidobacterium_adolescentis	24.6857293169	0.035534933550673935
PWY-5384: sucrose degradation IV (sucrose phosphorylase)	PWY-5384: sucrose degradation IV (sucrose phosphorylase)|g__Anaerostipes.s__Anaerostipes_hadrus	18.2411921675	0.026258067697170484
PWY-5384: sucrose degradation IV (sucrose phosphorylase)	PWY-5384: sucrose degradation IV (sucrose phosphorylase)|g__Bifidobacterium.s__Bifidobacterium_longum	18.2072570202	0.026209218291554086
PWY-5384: sucrose degradation IV (sucrose phosphorylase)	PWY-5384: sucrose degradation IV (sucrose phosphorylase)|g__Bifidobacterium.s__Bifidobacterium_catenulatum	10.8263901151	0.015584512346992858
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation	GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	234.7181144695	0.3417548705275596
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation	GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|g__Haemophilus.s__Haemophilus_parainfluenzae	43.8672130388	0.06387165194456287
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation	GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|unclassified	19.7133717939	0.02870311411759992
GLUCONEO-PWY: gluconeogenesis I	GLUCONEO-PWY: gluconeogenesis I|unclassified	78.3070134148	0.11731618440653549
GLUCONEO-PWY: gluconeogenesis I	GLUCONEO-PWY: gluconeogenesis I|g__Haemophilus.s__Haemophilus_parainfluenzae	41.1887424958	0.061707194533322754
PWY-6630: superpathway of L-tyrosine biosynthesis	PWY-6630: superpathway of L-tyrosine biosynthesis|unclassified	59.690549357	0.09162804349191003
PWY-621: sucrose degradation III (sucrose invertase)	PWY-621: sucrose degradation III (sucrose invertase)|unclassified	82.6027058417	0.129291521124166
PWY-621: sucrose degradation III (sucrose invertase)	PWY-621: sucrose degradation III (sucrose invertase)|g__Anaerostipes.s__Anaerostipes_hadrus	22.2960930651	0.03489832152759199
COLANSYN-PWY: colanic acid building blocks biosynthesis	COLANSYN-PWY: colanic acid building blocks biosynthesis|unclassified	46.3683164745	0.0731720890468402
PWY-7242: D-fructuronate degradation	PWY-7242: D-fructuronate degradation|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	237.9681020452	0.39181556802861717
PWY-7242: D-fructuronate degradation	PWY-7242: D-fructuronate degradation|unclassified	45.8681838831	0.07552217447691494
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronosides degradation	GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronosides degradation|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	119.5035212779	0.20085982275288938
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronosides degradation	GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronosides degradation|unclassified	48.1864544439	0.0809911088409228
PWY-I9: L-cysteine biosynthesis VI (from L-methionine)	PWY-I9: L-cysteine biosynthesis VI (from L-methionine)|g__Roseburia.s__Roseburia_intestinalis	204.9604756354	0.3483226798054234
PWY-I9: L-cysteine biosynthesis VI (from L-methionine)	PWY-I9: L-cysteine biosynthesis VI (from L-methionine)|g__Haemophilus.s__Haemophilus_parainfluenzae	47.1113723447	0.08006401923855973
PWY-I9: L-cysteine biosynthesis VI (from L-methionine)	PWY-I9: L-cysteine biosynthesis VI (from L-methionine)|g__Anaerostipes.s__Anaerostipes_hadrus	18.123110782	0.030799550471508078
PWY-I9: L-cysteine biosynthesis VI (from L-methionine)	PWY-I9: L-cysteine biosynthesis VI (from L-methionine)|unclassified	16.9447252832	0.028796928290263615
PWY-I9: L-cysteine biosynthesis VI (from L-methionine)	PWY-I9: L-cysteine biosynthesis VI (from L-methionine)|g__Coprococcus.s__Coprococcus_comes	7.5342329859	0.012804147803577005
PWY-I9: L-cysteine biosynthesis VI (from L-methionine)	PWY-I9: L-cysteine biosynthesis VI (from L-methionine)|g__Streptococcus.s__Streptococcus_pneumoniae	1.8295229993	0.0031092060647607412
CITRULBIO-PWY: L-citrulline biosynthesis	CITRULBIO-PWY: L-citrulline biosynthesis|unclassified	26.9353141574	0.04640595812744426
PENTOSE-P-PWY: pentose phosphate pathway	PENTOSE-P-PWY: pentose phosphate pathway|g__Haemophilus.s__Haemophilus_parainfluenzae	52.0560765857	0.08999009455831367
ANAEROFRUCAT-PWY: homolactic fermentation	ANAEROFRUCAT-PWY: homolactic fermentation|unclassified	61.3770416869	0.10777552572023578
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II	PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II|g__Streptococcus.s__Streptococcus_salivarius	4.8406742845	0.00860278991023965
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)	GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)|unclassified	82.8668128153	0.15573262805460286
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)	GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)|g__Haemophilus.s__Haemophilus_parainfluenzae	37.9957026703	0.07140579480009399
PWY-6353: purine nucleotides degradation II (aerobic)	PWY-6353: purine nucleotides degradation II (aerobic)|g__Roseburia.s__Roseburia_intestinalis	201.9706070145	0.38200295054496836
PWY-6353: purine nucleotides degradation II (aerobic)	PWY-6353: purine nucleotides degradation II (aerobic)|unclassified	50.4753874687	0.09546808433149699
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|unclassified	46.9130232792	0.08940713536687293
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Haemophilus.s__Haemophilus_parainfluenzae	43.582016787	0.08305888220519488
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Bifidobacterium.s__Bifidobacterium_adolescentis	31.0872955164	0.059246363677803754
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Collinsella.s__Collinsella_aerofaciens	21.4245278062	0.04083100009010806
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Bifidobacterium.s__Bifidobacterium_longum	19.1755730477	0.036544927940579106
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Turicibacter.s__Turicibacter_sanguinis	16.9947177228	0.03238864012070307
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Senegalimassilia.s__Senegalimassilia_anaerobia	10.0061732253	0.019069827982189095
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Intestinibacter.s__Intestinibacter_bartlettii	9.4526469377	0.0180149140954834
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Clostridium.s__Clostridium_sp_CAG_221	9.3224109076	0.01776670944869489
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Sutterella.s__Sutterella_wadsworthensis	8.2739069565	0.015768464012011162
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Bifidobacterium.s__Bifidobacterium_catenulatum	7.6839822442	0.014644181778163857
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Streptococcus.s__Streptococcus_pneumoniae	7.5311690075	0.01435294934877693
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Slackia.s__Slackia_isoflavoniconvertens	6.5329701571	0.012450575689982292
GALACTUROCAT-PWY: D-galacturonate degradation I	GALACTUROCAT-PWY: D-galacturonate degradation I|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	299.3306857431	0.6060208305490363
GALACTUROCAT-PWY: D-galacturonate degradation I	GALACTUROCAT-PWY: D-galacturonate degradation I|unclassified	41.0397775092	0.08308857473108688
PWY-6608: guanosine nucleotides degradation III	PWY-6608: guanosine nucleotides degradation III|g__Roseburia.s__Roseburia_intestinalis	236.2068506097	0.4800465509527665
PWY-6608: guanosine nucleotides degradation III	PWY-6608: guanosine nucleotides degradation III|unclassified	47.5131444406	0.09656164101403922
PWY-6608: guanosine nucleotides degradation III	PWY-6608: guanosine nucleotides degradation III|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	37.1206963835	0.07544092062473072
PWY-6608: guanosine nucleotides degradation III	PWY-6608: guanosine nucleotides degradation III|g__Anaerostipes.s__Anaerostipes_hadrus	12.2840041782	0.02496495686900337
PWY-6608: guanosine nucleotides degradation III	PWY-6608: guanosine nucleotides degradation III|g__Blautia.s__Blautia_obeum	6.7121080869	0.013641112983901737
PWY-6608: guanosine nucleotides degradation III	PWY-6608: guanosine nucleotides degradation III|g__Blautia.s__Blautia_wexlerae	6.3774462046	0.012960974868013923
PWY-4984: urea cycle	PWY-4984: urea cycle|unclassified	22.6368065816	0.04623650009275898
PWY-5484: glycolysis II (from fructose 6-phosphate)	PWY-5484: glycolysis II (from fructose 6-phosphate)|unclassified	54.7404641481	0.11241324405303478
PWY-5484: glycolysis II (from fructose 6-phosphate)	PWY-5484: glycolysis II (from fructose 6-phosphate)|g__Haemophilus.s__Haemophilus_parainfluenzae	40.6672792136	0.08351300732202503
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation	GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation|unclassified	38.2453851292	0.08541215646401437
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation	PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Haemophilus.s__Haemophilus_parainfluenzae	55.0219517638	0.12392667685470882
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation	PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|unclassified	22.135307481	0.04985564868824374
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation	PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Sutterella.s__Sutterella_wadsworthensis	20.1319884382	0.04534354645094546
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation	PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Collinsella.s__Collinsella_aerofaciens	13.7318194807	0.03092836042452989
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation	PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Collinsella.s__Collinsella_sp_CAG_289	4.4321363063	0.009982559800218348
PWY-7234: inosine-5'-phosphate biosynthesis III	PWY-7234: inosine-5'-phosphate biosynthesis III|unclassified	71.2861519101	0.16447144213418435
PWY-7234: inosine-5'-phosphate biosynthesis III	PWY-7234: inosine-5'-phosphate biosynthesis III|g__Haemophilus.s__Haemophilus_parainfluenzae	31.9837106743	0.07379283182571844
PWY-7234: inosine-5'-phosphate biosynthesis III	PWY-7234: inosine-5'-phosphate biosynthesis III|g__Bifidobacterium.s__Bifidobacterium_adolescentis	22.4056447694	0.0516943138103005
PWY-7234: inosine-5'-phosphate biosynthesis III	PWY-7234: inosine-5'-phosphate biosynthesis III|g__Alistipes.s__Alistipes_putredinis	9.1327144924	0.021071003033788057
PWY-7234: inosine-5'-phosphate biosynthesis III	PWY-7234: inosine-5'-phosphate biosynthesis III|g__Bifidobacterium.s__Bifidobacterium_catenulatum	6.0107435587	0.013867990274532992
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation	PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	270.6476880497	0.6310395842625627
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation	PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation|unclassified	44.5455783864	0.10386204836350685
PWY-702: L-methionine biosynthesis II	PWY-702: L-methionine biosynthesis II|g__Haemophilus.s__Haemophilus_parainfluenzae	52.4311835956	0.12682115360357166
PWY-702: L-methionine biosynthesis II	PWY-702: L-methionine biosynthesis II|unclassified	9.4429290474	0.022840666051422934
PWY-702: L-methionine biosynthesis II	PWY-702: L-methionine biosynthesis II|g__Streptococcus.s__Streptococcus_salivarius	4.2886019094	0.010373319925248276
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis|unclassified	58.3326335488	0.14326650193302445
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)	PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)|g__Haemophilus.s__Haemophilus_parainfluenzae	52.4365941438	0.13411937319559672
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)	PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)|g__Fusicatenibacter.s__Fusicatenibacter_saccharivorans	17.4771010423	0.04470194670998742
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)	PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|unclassified	129.3282394474	0.34035956964011516
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)	PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Haemophilus.s__Haemophilus_parainfluenzae	33.9288001504	0.08929211336161724
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)	PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Blautia.s__Blautia_obeum	32.8390659898	0.08642420569111345
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)	PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Blautia.s__Blautia_sp_CAG_52	24.3806825371	0.06416385664350319
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)	PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Anaerostipes.s__Anaerostipes_hadrus	10.6744323222	0.028092435239669283
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)	PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Intestinibacter.s__Intestinibacter_bartlettii	8.9052927007	0.023436502376283187
